Order ID,Product,Quantity Ordered,Price Each,Purchase Address,Month,Day,Year
181175,Wired Headphones,1,11.99,"887 West St, Los Angeles, CA 90001",,,
181176,AA Batteries (4-pack),1,3.84,"992 8th St, Los Angeles, CA 90001",,,
181177,iPhone,1,700,"244 Maple St, Portland, OR 97035",,,
181177,Lightning Charging Cable,1,14.95,"244 Maple St, Portland, OR 97035",,,
181177,Vareebadd Phone,1,400,"244 Maple St, Portland, OR 97035",,,
181178,AAA Batteries (4-pack),1,2.99,"119 Cedar St, San Francisco, CA 94016",,,
181179,Macbook Pro Laptop,1,1700,"892 5th St, Austin, TX 73301",,,
181180,Vareebadd Phone,1,400,"473 Madison St, New York City, NY 10001",,,
181180,USB-C Charging Cable,1,11.95,"473 Madison St, New York City, NY 10001",,,
181181,Flatscreen TV,1,300,"686 Lakeview St, Austin, TX 73301",,,
181182,27in FHD Monitor,1,149.99,"505 Chestnut St, San Francisco, CA 94016",,,
181183,AAA Batteries (4-pack),2,2.99,"668 9th St, New York City, NY 10001",,,
181184,Apple Airpods Headphones,1,150,"214 6th St, Boston, MA 02215",,,
181185,27in 4K Gaming Monitor,1,389.99,"610 1st St, Seattle, WA 98101",,,
181186,USB-C Charging Cable,1,11.95,"770 1st St, Dallas, TX 75001",,,
181187,Bose SoundSport Headphones,1,99.99,"330 10th St, Austin, TX 73301",,,
181188,AA Batteries (4-pack),1,3.84,"619 8th St, Atlanta, GA 30301",,,
181189,27in 4K Gaming Monitor,1,389.99,"45 Hill St, Austin, TX 73301",,,
181190,Flatscreen TV,1,300,"367 Main St, San Francisco, CA 94016",,,
181191,Lightning Charging Cable,1,14.95,"57 Ridge St, San Francisco, CA 94016",,,
181192,Lightning Charging Cable,1,14.95,"598 Dogwood St, San Francisco, CA 94016",,,
181193,AAA Batteries (4-pack),3,2.99,"406 Washington St, Dallas, TX 75001",,,
181194,Wired Headphones,1,11.99,"250 Lake St, Los Angeles, CA 90001",,,
181195,USB-C Charging Cable,1,11.95,"108 Dogwood St, New York City, NY 10001",,,
181196,AA Batteries (4-pack),1,3.84,"243 Cherry St, New York City, NY 10001",,,
181197,Lightning Charging Cable,1,14.95,"467 South St, San Francisco, CA 94016",,,
181198,LG Dryer,1,600,"470 Elm St, Austin, TX 73301",,,
181199,Wired Headphones,1,11.99,"157 Cedar St, New York City, NY 10001",,,
181200,Lightning Charging Cable,1,14.95,"69 Lake St, Austin, TX 73301",,,
181201,USB-C Charging Cable,2,11.95,"631 Hill St, Austin, TX 73301",,,
181202,USB-C Charging Cable,1,11.95,"846 4th St, New York City, NY 10001",,,
181203,27in 4K Gaming Monitor,1,389.99,"308 4th St, Seattle, WA 98101",,,
181204,Wired Headphones,1,11.99,"162 13th St, New York City, NY 10001",,,
181205,AA Batteries (4-pack),1,3.84,"639 5th St, Portland, OR 97035",,,
181206,Macbook Pro Laptop,1,1700,"561 Maple St, Los Angeles, CA 90001",,,
181207,USB-C Charging Cable,1,11.95,"29 Dogwood St, San Francisco, CA 94016",,,
181208,USB-C Charging Cable,1,11.95,"85 Main St, New York City, NY 10001",,,
181209,Lightning Charging Cable,1,14.95,"241 Chestnut St, Atlanta, GA 30301",,,
181210,Apple Airpods Headphones,1,150,"635 Washington St, Seattle, WA 98101",,,
181211,Vareebadd Phone,1,400,"849 Hill St, Seattle, WA 98101",,,
181211,Wired Headphones,1,11.99,"849 Hill St, Seattle, WA 98101",,,
181212,USB-C Charging Cable,1,11.95,"705 Hickory St, San Francisco, CA 94016",,,
181213,AA Batteries (4-pack),4,3.84,"919 5th St, New York City, NY 10001",,,
181214,AA Batteries (4-pack),1,3.84,"1 5th St, New York City, NY 10001",,,
181215,Lightning Charging Cable,1,14.95,"220 Chestnut St, Seattle, WA 98101",,,
181216,27in FHD Monitor,1,149.99,"200 Lakeview St, Atlanta, GA 30301",,,
181217,AA Batteries (4-pack),1,3.84,"106 Hickory St, Los Angeles, CA 90001",,,
181218,27in 4K Gaming Monitor,1,389.99,"68 Sunset St, Atlanta, GA 30301",,,
181219,USB-C Charging Cable,1,11.95,"974 Lakeview St, Atlanta, GA 30301",,,
181220,27in 4K Gaming Monitor,1,389.99,"598 12th St, Austin, TX 73301",,,
181220,Apple Airpods Headphones,1,150,"598 12th St, Austin, TX 73301",,,
181221,27in FHD Monitor,1,149.99,"327 Forest St, Atlanta, GA 30301",,,
181222,AAA Batteries (4-pack),1,2.99,"415 Lake St, Atlanta, GA 30301",,,
181223,Lightning Charging Cable,2,14.95,"779 Sunset St, Boston, MA 02215",,,
181224,Lightning Charging Cable,1,14.95,"606 1st St, New York City, NY 10001",,,
181225,Wired Headphones,1,11.99,"437 Spruce St, Los Angeles, CA 90001",,,
181226,AAA Batteries (4-pack),1,2.99,"588 Sunset St, Boston, MA 02215",,,
181227,AAA Batteries (4-pack),1,2.99,"918 Elm St, San Francisco, CA 94016",,,
181228,AAA Batteries (4-pack),1,2.99,"665 10th St, San Francisco, CA 94016",,,
181229,AA Batteries (4-pack),1,3.84,"664 Cedar St, Los Angeles, CA 90001",,,
181230,34in Ultrawide Monitor,1,379.99,"458 Dogwood St, Seattle, WA 98101",,,
181231,AAA Batteries (4-pack),1,2.99,"54 14th St, Los Angeles, CA 90001",,,
181232,ThinkPad Laptop,1,999.99,"722 River St, San Francisco, CA 94016",,,
181233,Wired Headphones,1,11.99,"203 Center St, Portland, OR 97035",,,
181234,Wired Headphones,2,11.99,"320 13th St, New York City, NY 10001",,,
181235,Wired Headphones,1,11.99,"435 7th St, New York City, NY 10001",,,
181236,Wired Headphones,1,11.99,"532 2nd St, New York City, NY 10001",,,
181237,AAA Batteries (4-pack),1,2.99,"528 South St, New York City, NY 10001",,,
181238,Apple Airpods Headphones,1,150,"150 11th St, San Francisco, CA 94016",,,
181239,AAA Batteries (4-pack),1,2.99,"95 Lake St, Atlanta, GA 30301",,,
181240,Bose SoundSport Headphones,1,99.99,"898 Wilson St, San Francisco, CA 94016",,,
181241,34in Ultrawide Monitor,1,379.99,"106 Maple St, New York City, NY 10001",,,
181242,AA Batteries (4-pack),1,3.84,"391 7th St, New York City, NY 10001",,,
181243,Apple Airpods Headphones,1,150,"431 10th St, New York City, NY 10001",,,
181244,Bose SoundSport Headphones,1,99.99,"733 11th St, Portland, OR 97035",,,
181245,Bose SoundSport Headphones,1,99.99,"14 Church St, Dallas, TX 75001",,,
181246,Wired Headphones,1,11.99,"342 Hickory St, San Francisco, CA 94016",,,
181246,Wired Headphones,1,11.99,"342 Hickory St, San Francisco, CA 94016",,,
181247,Macbook Pro Laptop,1,1700,"513 10th St, San Francisco, CA 94016",,,
181248,AA Batteries (4-pack),2,3.84,"753 South St, San Francisco, CA 94016",,,
181249,USB-C Charging Cable,1,11.95,"987 Hill St, Boston, MA 02215",,,
181250,USB-C Charging Cable,1,11.95,"556 Chestnut St, Dallas, TX 75001",,,
181251,Lightning Charging Cable,1,14.95,"886 Jackson St, Seattle, WA 98101",,,
181252,Wired Headphones,1,11.99,"212 Church St, San Francisco, CA 94016",,,
181253,Lightning Charging Cable,1,14.95,"852 Wilson St, Dallas, TX 75001",,,
181254,USB-C Charging Cable,1,11.95,"901 Spruce St, Boston, MA 02215",,,
181255,Flatscreen TV,1,300,"922 2nd St, San Francisco, CA 94016",,,
181256,34in Ultrawide Monitor,1,379.99,"105 Walnut St, Austin, TX 73301",,,
181257,iPhone,1,700,"175 Park St, Atlanta, GA 30301",,,
181257,Wired Headphones,1,11.99,"175 Park St, Atlanta, GA 30301",,,
181258,Wired Headphones,2,11.99,"745 Maple St, Los Angeles, CA 90001",,,
181259,Wired Headphones,1,11.99,"676 North St, New York City, NY 10001",,,
181260,Wired Headphones,1,11.99,"7 Forest St, San Francisco, CA 94016",,,
181261,Bose SoundSport Headphones,1,99.99,"50 Ridge St, Seattle, WA 98101",,,
181262,AAA Batteries (4-pack),1,2.99,"94 Elm St, Boston, MA 02215",,,
181262,Google Phone,1,600,"94 Elm St, Boston, MA 02215",,,
181263,27in FHD Monitor,1,149.99,"968 Willow St, Seattle, WA 98101",,,
181264,Wired Headphones,2,11.99,"453 Sunset St, Los Angeles, CA 90001",,,
181265,Lightning Charging Cable,1,14.95,"369 6th St, Austin, TX 73301",,,
181266,iPhone,1,700,"624 Madison St, Boston, MA 02215",,,
181266,Wired Headphones,1,11.99,"624 Madison St, Boston, MA 02215",,,
181267,AA Batteries (4-pack),1,3.84,"138 14th St, San Francisco, CA 94016",,,
181268,27in FHD Monitor,1,149.99,"655 Jackson St, Los Angeles, CA 90001",,,
181269,Lightning Charging Cable,1,14.95,"509 8th St, New York City, NY 10001",,,
181270,Wired Headphones,1,11.99,"305 Maple St, Los Angeles, CA 90001",,,
181271,Vareebadd Phone,1,400,"860 Hickory St, Portland, OR 97035",,,
181272,Lightning Charging Cable,1,14.95,"508 Pine St, San Francisco, CA 94016",,,
181273,Wired Headphones,1,11.99,"145 Chestnut St, San Francisco, CA 94016",,,
181274,AA Batteries (4-pack),1,3.84,"121 Washington St, Portland, OR 97035",,,
181275,AA Batteries (4-pack),1,3.84,"580 11th St, Portland, ME 04101",,,
181276,Wired Headphones,1,11.99,"191 7th St, Dallas, TX 75001",,,
181277,34in Ultrawide Monitor,1,379.99,"852 Walnut St, Atlanta, GA 30301",,,
181278,Apple Airpods Headphones,1,150,"992 Dogwood St, Seattle, WA 98101",,,
181279,20in Monitor,1,109.99,"968 River St, Boston, MA 02215",,,
181280,Bose SoundSport Headphones,1,99.99,"276 Johnson St, Los Angeles, CA 90001",,,
181281,USB-C Charging Cable,1,11.95,"947 1st St, Los Angeles, CA 90001",,,
181282,ThinkPad Laptop,1,999.99,"338 Jefferson St, Austin, TX 73301",,,
181283,Bose SoundSport Headphones,1,99.99,"644 13th St, Los Angeles, CA 90001",,,
181284,Lightning Charging Cable,2,14.95,"581 6th St, Seattle, WA 98101",,,
181285,USB-C Charging Cable,2,11.95,"130 Lake St, San Francisco, CA 94016",,,
181286,Apple Airpods Headphones,1,150,"697 5th St, San Francisco, CA 94016",,,
181287,AAA Batteries (4-pack),1,2.99,"338 Meadow St, New York City, NY 10001",,,
181288,AAA Batteries (4-pack),3,2.99,"978 Elm St, San Francisco, CA 94016",,,
181289,USB-C Charging Cable,1,11.95,"577 12th St, Atlanta, GA 30301",,,
181290,Lightning Charging Cable,1,14.95,"239 Meadow St, Seattle, WA 98101",,,
181291,AA Batteries (4-pack),1,3.84,"43 Madison St, New York City, NY 10001",,,
181292,AA Batteries (4-pack),1,3.84,"792 Church St, Boston, MA 02215",,,
181293,AAA Batteries (4-pack),1,2.99,"165 Hill St, Dallas, TX 75001",,,
181294,Lightning Charging Cable,1,14.95,"664 Jefferson St, Portland, OR 97035",,,
,,,,,,,
181295,Bose SoundSport Headphones,1,99.99,"499 Johnson St, Los Angeles, CA 90001",,,
181296,Flatscreen TV,1,300,"365 West St, San Francisco, CA 94016",,,
181297,USB-C Charging Cable,1,11.95,"394 Forest St, San Francisco, CA 94016",,,
181298,Macbook Pro Laptop,1,1700,"732 Hickory St, Boston, MA 02215",,,
181299,AA Batteries (4-pack),1,3.84,"543 Lakeview St, San Francisco, CA 94016",,,
181300,Lightning Charging Cable,1,14.95,"982 Jackson St, San Francisco, CA 94016",,,
181301,AAA Batteries (4-pack),1,2.99,"429 Cedar St, Los Angeles, CA 90001",,,
181302,iPhone,1,700,"534 Lakeview St, New York City, NY 10001",,,
181303,Apple Airpods Headphones,1,150,"463 10th St, Los Angeles, CA 90001",,,
181304,AAA Batteries (4-pack),1,2.99,"713 Johnson St, Atlanta, GA 30301",,,
181305,Bose SoundSport Headphones,1,99.99,"13 Hickory St, New York City, NY 10001",,,
181306,AAA Batteries (4-pack),1,2.99,"150 5th St, San Francisco, CA 94016",,,
181307,20in Monitor,1,109.99,"453 Willow St, Los Angeles, CA 90001",,,
181308,Wired Headphones,1,11.99,"471 Chestnut St, Atlanta, GA 30301",,,
181309,ThinkPad Laptop,1,999.99,"643 Jackson St, Atlanta, GA 30301",,,
181310,AAA Batteries (4-pack),2,2.99,"990 Center St, Dallas, TX 75001",,,
181311,Wired Headphones,1,11.99,"222 Maple St, San Francisco, CA 94016",,,
181312,Apple Airpods Headphones,1,150,"148 7th St, Seattle, WA 98101",,,
181313,Wired Headphones,1,11.99,"176 Johnson St, San Francisco, CA 94016",,,
181314,Wired Headphones,1,11.99,"916 North St, San Francisco, CA 94016",,,
181315,Google Phone,1,600,"123 8th St, San Francisco, CA 94016",,,
181315,USB-C Charging Cable,1,11.95,"123 8th St, San Francisco, CA 94016",,,
181316,Wired Headphones,1,11.99,"843 South St, Seattle, WA 98101",,,
181317,Wired Headphones,1,11.99,"715 Center St, Los Angeles, CA 90001",,,
181318,Flatscreen TV,1,300,"624 Cherry St, San Francisco, CA 94016",,,
181319,AAA Batteries (4-pack),1,2.99,"392 Willow St, Portland, OR 97035",,,
181320,Lightning Charging Cable,2,14.95,"334 Jefferson St, Los Angeles, CA 90001",,,
181321,AAA Batteries (4-pack),2,2.99,"908 Wilson St, San Francisco, CA 94016",,,
181322,Google Phone,1,600,"691 14th St, Boston, MA 02215",,,
181323,Bose SoundSport Headphones,1,99.99,"602 Cherry St, New York City, NY 10001",,,
181324,ThinkPad Laptop,1,999.99,"411 Elm St, San Francisco, CA 94016",,,
181325,USB-C Charging Cable,1,11.95,"483 Cherry St, San Francisco, CA 94016",,,
181326,Lightning Charging Cable,1,14.95,"72 7th St, Los Angeles, CA 90001",,,
181327,27in FHD Monitor,1,149.99,"575 Madison St, Portland, OR 97035",,,
181327,AAA Batteries (4-pack),3,2.99,"575 Madison St, Portland, OR 97035",,,
181328,AAA Batteries (4-pack),1,2.99,"23 Highland St, Los Angeles, CA 90001",,,
181328,USB-C Charging Cable,1,11.95,"23 Highland St, Los Angeles, CA 90001",,,
181329,Google Phone,1,600,"334 10th St, Dallas, TX 75001",,,
181330,AAA Batteries (4-pack),1,2.99,"731 Adams St, San Francisco, CA 94016",,,
181331,AA Batteries (4-pack),1,3.84,"800 Madison St, Portland, OR 97035",,,
181332,AAA Batteries (4-pack),1,2.99,"624 Lincoln St, Portland, OR 97035",,,
181333,USB-C Charging Cable,1,11.95,"808 Lakeview St, Portland, OR 97035",,,
181334,Bose SoundSport Headphones,1,99.99,"227 5th St, San Francisco, CA 94016",,,
181335,Apple Airpods Headphones,1,150,"67 River St, San Francisco, CA 94016",,,
181336,27in FHD Monitor,1,149.99,"783 Johnson St, Atlanta, GA 30301",,,
181337,Apple Airpods Headphones,1,150,"683 1st St, Los Angeles, CA 90001",,,
181338,iPhone,1,700,"975 Highland St, Portland, OR 97035",,,
181339,Macbook Pro Laptop,1,1700,"905 10th St, San Francisco, CA 94016",,,
181340,Wired Headphones,1,11.99,"122 5th St, San Francisco, CA 94016",,,
181341,Macbook Pro Laptop,1,1700,"829 Lincoln St, Los Angeles, CA 90001",,,
181342,34in Ultrawide Monitor,1,379.99,"725 Cedar St, Atlanta, GA 30301",,,
181343,AAA Batteries (4-pack),1,2.99,"315 Spruce St, Los Angeles, CA 90001",,,
181344,Lightning Charging Cable,1,14.95,"184 Lake St, Portland, ME 04101",,,
181345,AAA Batteries (4-pack),1,2.99,"701 8th St, San Francisco, CA 94016",,,
181346,20in Monitor,1,109.99,"783 Cherry St, Atlanta, GA 30301",,,
181347,AA Batteries (4-pack),1,3.84,"341 Center St, Seattle, WA 98101",,,
181348,AAA Batteries (4-pack),1,2.99,"591 5th St, New York City, NY 10001",,,
181349,27in FHD Monitor,1,149.99,"967 12th St, Boston, MA 02215",,,
181350,Bose SoundSport Headphones,1,99.99,"941 5th St, Portland, OR 97035",,,
181351,AA Batteries (4-pack),1,3.84,"173 7th St, Atlanta, GA 30301",,,
181352,USB-C Charging Cable,1,11.95,"758 9th St, Seattle, WA 98101",,,
181353,Bose SoundSport Headphones,1,99.99,"66 Park St, Atlanta, GA 30301",,,
181354,USB-C Charging Cable,1,11.95,"641 13th St, Austin, TX 73301",,,
181355,AAA Batteries (4-pack),1,2.99,"3 South St, Boston, MA 02215",,,
181356,20in Monitor,1,109.99,"43 Lake St, Seattle, WA 98101",,,
181357,AAA Batteries (4-pack),1,2.99,"62 6th St, Atlanta, GA 30301",,,
181358,USB-C Charging Cable,1,11.95,"249 Meadow St, Portland, ME 04101",,,
181359,Wired Headphones,1,11.99,"144 Adams St, Dallas, TX 75001",,,
181360,AA Batteries (4-pack),1,3.84,"733 South St, San Francisco, CA 94016",,,
181361,USB-C Charging Cable,1,11.95,"423 Elm St, New York City, NY 10001",,,
181362,Lightning Charging Cable,1,14.95,"142 8th St, Portland, OR 97035",,,
181363,ThinkPad Laptop,1,999.99,"593 North St, Boston, MA 02215",,,
181364,AAA Batteries (4-pack),1,2.99,"285 12th St, Dallas, TX 75001",,,
181365,Wired Headphones,1,11.99,"198 Park St, Boston, MA 02215",,,
181366,USB-C Charging Cable,1,11.95,"454 14th St, Los Angeles, CA 90001",,,
181367,27in 4K Gaming Monitor,1,389.99,"733 Hill St, Los Angeles, CA 90001",,,
181368,Bose SoundSport Headphones,1,99.99,"839 Cedar St, New York City, NY 10001",,,
181369,Apple Airpods Headphones,1,150,"186 10th St, New York City, NY 10001",,,
181370,iPhone,1,700,"785 11th St, Atlanta, GA 30301",,,
181370,USB-C Charging Cable,1,11.95,"785 11th St, Atlanta, GA 30301",,,
181371,Wired Headphones,1,11.99,"93 1st St, San Francisco, CA 94016",,,
181372,AAA Batteries (4-pack),2,2.99,"67 Cedar St, San Francisco, CA 94016",,,
181373,iPhone,1,700,"240 Adams St, San Francisco, CA 94016",,,
181374,Wired Headphones,1,11.99,"230 Washington St, Atlanta, GA 30301",,,
181375,AAA Batteries (4-pack),2,2.99,"622 Willow St, New York City, NY 10001",,,
181376,Apple Airpods Headphones,1,150,"468 11th St, Dallas, TX 75001",,,
181377,Lightning Charging Cable,1,14.95,"770 Spruce St, Seattle, WA 98101",,,
181378,Vareebadd Phone,1,400,"463 Maple St, New York City, NY 10001",,,
181379,Apple Airpods Headphones,1,150,"370 Lakeview St, Portland, OR 97035",,,
181380,USB-C Charging Cable,1,11.95,"601 12th St, Austin, TX 73301",,,
181381,Macbook Pro Laptop,1,1700,"332 Walnut St, Dallas, TX 75001",,,
181382,Wired Headphones,2,11.99,"655 Madison St, Portland, OR 97035",,,
181383,Wired Headphones,1,11.99,"12 Highland St, Boston, MA 02215",,,
181384,AA Batteries (4-pack),1,3.84,"671 Jackson St, Boston, MA 02215",,,
181385,34in Ultrawide Monitor,1,379.99,"118 7th St, Portland, OR 97035",,,
181386,USB-C Charging Cable,1,11.95,"154 Lincoln St, Seattle, WA 98101",,,
181387,Apple Airpods Headphones,1,150,"596 Pine St, Boston, MA 02215",,,
181388,Bose SoundSport Headphones,1,99.99,"354 Hickory St, San Francisco, CA 94016",,,
181389,Wired Headphones,1,11.99,"766 1st St, Los Angeles, CA 90001",,,
181390,USB-C Charging Cable,1,11.95,"611 West St, Atlanta, GA 30301",,,
181391,USB-C Charging Cable,1,11.95,"516 Johnson St, Seattle, WA 98101",,,
181392,Vareebadd Phone,1,400,"234 Spruce St, San Francisco, CA 94016",,,
181392,USB-C Charging Cable,1,11.95,"234 Spruce St, San Francisco, CA 94016",,,
181393,Wired Headphones,1,11.99,"463 Church St, Boston, MA 02215",,,
181394,USB-C Charging Cable,1,11.95,"714 Dogwood St, Boston, MA 02215",,,
181395,AAA Batteries (4-pack),1,2.99,"93 Willow St, Atlanta, GA 30301",,,
181396,Wired Headphones,1,11.99,"773 Hickory St, Austin, TX 73301",,,
181397,Apple Airpods Headphones,1,150,"331 Willow St, Boston, MA 02215",,,
181398,USB-C Charging Cable,1,11.95,"396 9th St, Los Angeles, CA 90001",,,
181399,AA Batteries (4-pack),2,3.84,"915 10th St, Portland, OR 97035",,,
181400,iPhone,1,700,"388 5th St, New York City, NY 10001",,,
181401,AAA Batteries (4-pack),1,2.99,"586 North St, Atlanta, GA 30301",,,
181402,AA Batteries (4-pack),2,3.84,"376 Elm St, Boston, MA 02215",,,
181402,AAA Batteries (4-pack),1,2.99,"376 Elm St, Boston, MA 02215",,,
181403,Flatscreen TV,1,300,"450 Ridge St, San Francisco, CA 94016",,,
181404,Wired Headphones,1,11.99,"8 Dogwood St, Seattle, WA 98101",,,
181405,27in 4K Gaming Monitor,1,389.99,"5 11th St, Austin, TX 73301",,,
181406,27in FHD Monitor,1,149.99,"669 Main St, Portland, OR 97035",,,
181407,27in FHD Monitor,1,149.99,"578 1st St, San Francisco, CA 94016",,,
181408,iPhone,1,700,"798 Highland St, San Francisco, CA 94016",,,
181409,Wired Headphones,1,11.99,"882 Maple St, Austin, TX 73301",,,
181410,USB-C Charging Cable,1,11.95,"556 10th St, Boston, MA 02215",,,
181411,34in Ultrawide Monitor,1,379.99,"233 7th St, New York City, NY 10001",,,
181412,Vareebadd Phone,1,400,"660 River St, Austin, TX 73301",,,
181412,USB-C Charging Cable,1,11.95,"660 River St, Austin, TX 73301",,,
181413,AAA Batteries (4-pack),1,2.99,"709 10th St, Boston, MA 02215",,,
181414,Bose SoundSport Headphones,1,99.99,"866 Ridge St, Los Angeles, CA 90001",,,
181415,AA Batteries (4-pack),1,3.84,"326 Wilson St, San Francisco, CA 94016",,,
181416,AA Batteries (4-pack),1,3.84,"387 Lake St, New York City, NY 10001",,,
181417,Bose SoundSport Headphones,1,99.99,"387 Cedar St, Los Angeles, CA 90001",,,
181418,Apple Airpods Headphones,1,150,"105 Church St, Atlanta, GA 30301",,,
181419,Apple Airpods Headphones,1,150,"524 Cherry St, Portland, OR 97035",,,
181419,34in Ultrawide Monitor,1,379.99,"524 Cherry St, Portland, OR 97035",,,
181420,USB-C Charging Cable,1,11.95,"893 Madison St, New York City, NY 10001",,,
181421,27in FHD Monitor,1,149.99,"92 Willow St, San Francisco, CA 94016",,,
181422,34in Ultrawide Monitor,1,379.99,"804 10th St, San Francisco, CA 94016",,,
181423,Wired Headphones,1,11.99,"231 Highland St, Los Angeles, CA 90001",,,
181424,AAA Batteries (4-pack),1,2.99,"303 10th St, Portland, OR 97035",,,
181425,Bose SoundSport Headphones,1,99.99,"451 Meadow St, New York City, NY 10001",,,
181426,Wired Headphones,1,11.99,"268 10th St, San Francisco, CA 94016",,,
181427,Google Phone,1,600,"624 10th St, Portland, ME 04101",,,
181428,ThinkPad Laptop,1,999.99,"615 Cedar St, Portland, OR 97035",,,
181429,Bose SoundSport Headphones,1,99.99,"579 Main St, Los Angeles, CA 90001",,,
181430,Apple Airpods Headphones,1,150,"454 2nd St, Atlanta, GA 30301",,,
181431,USB-C Charging Cable,1,11.95,"578 Chestnut St, New York City, NY 10001",,,
181432,LG Dryer,1,600,"804 Jackson St, Los Angeles, CA 90001",,,
181433,AA Batteries (4-pack),1,3.84,"119 Highland St, Los Angeles, CA 90001",,,
181434,USB-C Charging Cable,1,11.95,"49 14th St, New York City, NY 10001",,,
181435,AAA Batteries (4-pack),1,2.99,"824 North St, New York City, NY 10001",,,
181435,AA Batteries (4-pack),1,3.84,"824 North St, New York City, NY 10001",,,
181436,Wired Headphones,1,11.99,"666 Dogwood St, Seattle, WA 98101",,,
181437,Flatscreen TV,1,300,"866 Hill St, Boston, MA 02215",,,
181438,LG Dryer,1,600,"960 Center St, Portland, OR 97035",,,
181439,Lightning Charging Cable,1,14.95,"439 Sunset St, Dallas, TX 75001",,,
181440,AA Batteries (4-pack),1,3.84,"116 Willow St, San Francisco, CA 94016",,,
181441,34in Ultrawide Monitor,1,379.99,"197 Hill St, New York City, NY 10001",,,
181442,27in 4K Gaming Monitor,1,389.99,"299 Lakeview St, Atlanta, GA 30301",,,
181443,Apple Airpods Headphones,1,150,"189 Church St, Boston, MA 02215",,,
181444,AAA Batteries (4-pack),1,2.99,"639 Lincoln St, San Francisco, CA 94016",,,
181445,27in FHD Monitor,1,149.99,"880 Jefferson St, San Francisco, CA 94016",,,
181446,AAA Batteries (4-pack),2,2.99,"936 Main St, Los Angeles, CA 90001",,,
181447,Apple Airpods Headphones,1,150,"759 4th St, Los Angeles, CA 90001",,,
181448,AAA Batteries (4-pack),3,2.99,"714 North St, San Francisco, CA 94016",,,
181449,Lightning Charging Cable,1,14.95,"636 Hickory St, Atlanta, GA 30301",,,
181450,USB-C Charging Cable,1,11.95,"246 1st St, San Francisco, CA 94016",,,
181451,Wired Headphones,1,11.99,"869 7th St, San Francisco, CA 94016",,,
181452,34in Ultrawide Monitor,1,379.99,"535 Willow St, Boston, MA 02215",,,
181453,Macbook Pro Laptop,1,1700,"1 Meadow St, Atlanta, GA 30301",,,
181454,AA Batteries (4-pack),1,3.84,"652 Main St, Atlanta, GA 30301",,,
181455,Apple Airpods Headphones,1,150,"213 Cherry St, New York City, NY 10001",,,
181456,AA Batteries (4-pack),2,3.84,"64 Forest St, Portland, OR 97035",,,
181457,AAA Batteries (4-pack),1,2.99,"754 Willow St, Dallas, TX 75001",,,
181458,Wired Headphones,1,11.99,"577 Hill St, New York City, NY 10001",,,
181459,27in FHD Monitor,1,149.99,"147 Maple St, Boston, MA 02215",,,
181460,Wired Headphones,1,11.99,"892 8th St, San Francisco, CA 94016",,,
181461,Bose SoundSport Headphones,1,99.99,"309 Hill St, San Francisco, CA 94016",,,
181462,Lightning Charging Cable,1,14.95,"389 Sunset St, Boston, MA 02215",,,
181463,AAA Batteries (4-pack),2,2.99,"480 11th St, Seattle, WA 98101",,,
181464,34in Ultrawide Monitor,1,379.99,"647 Elm St, New York City, NY 10001",,,
181465,AA Batteries (4-pack),1,3.84,"501 Spruce St, Boston, MA 02215",,,
181466,Bose SoundSport Headphones,1,99.99,"5 Hill St, San Francisco, CA 94016",,,
181467,AA Batteries (4-pack),1,3.84,"982 Sunset St, San Francisco, CA 94016",,,
181468,AA Batteries (4-pack),1,3.84,"432 Madison St, Los Angeles, CA 90001",,,
181469,Google Phone,1,600,"522 Forest St, Portland, OR 97035",,,
181470,USB-C Charging Cable,1,11.95,"145 Center St, Portland, OR 97035",,,
181471,Macbook Pro Laptop,1,1700,"483 10th St, Los Angeles, CA 90001",,,
181472,AAA Batteries (4-pack),1,2.99,"750 4th St, San Francisco, CA 94016",,,
181473,Wired Headphones,2,11.99,"195 13th St, Dallas, TX 75001",,,
181474,Wired Headphones,1,11.99,"103 2nd St, Los Angeles, CA 90001",,,
181475,Wired Headphones,1,11.99,"375 10th St, San Francisco, CA 94016",,,
181476,Vareebadd Phone,1,400,"2 Jackson St, Dallas, TX 75001",,,
181476,Wired Headphones,1,11.99,"2 Jackson St, Dallas, TX 75001",,,
181477,Lightning Charging Cable,1,14.95,"864 Johnson St, San Francisco, CA 94016",,,
181478,Flatscreen TV,1,300,"702 12th St, Portland, OR 97035",,,
181479,Apple Airpods Headphones,1,150,"671 Johnson St, New York City, NY 10001",,,
181480,iPhone,1,700,"681 1st St, Atlanta, GA 30301",,,
181481,Macbook Pro Laptop,1,1700,"282 Cedar St, Dallas, TX 75001",,,
181482,Wired Headphones,1,11.99,"594 9th St, Portland, OR 97035",,,
181483,Lightning Charging Cable,1,14.95,"498 4th St, Boston, MA 02215",,,
181484,34in Ultrawide Monitor,1,379.99,"424 1st St, New York City, NY 10001",,,
181485,Lightning Charging Cable,2,14.95,"757 Elm St, Atlanta, GA 30301",,,
181486,Bose SoundSport Headphones,1,99.99,"353 Lake St, New York City, NY 10001",,,
181487,AA Batteries (4-pack),1,3.84,"948 8th St, Boston, MA 02215",,,
181488,AAA Batteries (4-pack),1,2.99,"232 5th St, Portland, ME 04101",,,
181489,AA Batteries (4-pack),1,3.84,"267 Washington St, Boston, MA 02215",,,
181490,27in FHD Monitor,1,149.99,"928 Pine St, Los Angeles, CA 90001",,,
